"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
3.61E+11,40.7128,-74.006,1172,599,573,706,218,5,56,0,141,46,794,378,3,365,13,44,908,152,1141
3.61E+11,40.7128,-74.006,1379,688,691,744,232,4,37,0,272,90,624,755,3,430,48,176,630,43,1152
3.61E+11,40.7128,-74.006,2041,982,1059,1045,253,25,45,0,480,193,657,1384,3,605,26,139,885,459,1105
3.61E+11,40.7128,-74.006,1414,786,628,216,867,17,3,0,182,129,907,507,3,517,18,262,622,223,939
3.61E+11,40.7128,-74.006,1038,545,493,746,64,12,156,0,20,40,897,141,2,603,44,33,762,45,897
3.61E+11,40.7128,-74.006,1177,618,559,746,155,21,75,0,129,51,708,469,2,510,35,212,892,417,1112
3.61E+11,40.7128,-74.006,2006,1039,967,927,414,37,92,1,375,160,836,1170,3,642,22,310,687,275,1271
3.61E+11,40.7128,-74.006,1484,769,715,1063,158,12,133,0,77,41,1173,311,2,819,68,122,925,45,1145
3.61E+11,40.7128,-74.006,1596,895,701,1070,275,8,95,0,90,58,1268,328,2,832,45,44,1197,29,1504
3.61E+11,40.7128,-74.006,2040,1021,1019,1180,378,17,88,0,292,85,1253,787,3,741,42,117,1414,163,1798
3.61E+11,40.7128,-74.006,916,493,423,754,66,3,39,4,29,21,822,94,2,409,18,75,801,36,1057
3.61E+11,40.7128,-74.006,1272,651,621,1153,39,1,40,0,14,25,1211,61,3,421,10,12,723,10,1005
3.61E+11,40.7128,-74.006,879,471,408,827,18,0,23,0,9,2,821,58,3,319,6,18,637,0,1147
3.61E+11,40.7128,-74.006,1320,677,643,1159,56,4,22,1,37,41,1167,153,3,449,8,40,705,20,1141
3.61E+11,40.7128,-74.006,837,439,398,737,33,2,46,0,12,7,775,62,3,302,2,35,592,0,954
3.61E+11,40.7128,-74.006,740,395,345,630,20,0,48,0,38,4,654,86,3,270,18,55,545,0,877
3.61E+11,40.7128,-74.006,1304,671,633,1198,22,0,56,1,6,21,1255,49,3,480,13,30,797,29,1084
3.61E+11,40.7128,-74.006,642,386,256,495,80,0,55,0,3,9,593,49,2,413,47,38,540,0,648
3.61E+11,40.7128,-74.006,1006,479,527,771,139,0,63,0,16,17,925,81,3,246,14,0,444,12,626
3.61E+11,40.7128,-74.006,1199,607,592,1078,20,0,57,0,17,27,1139,60,3,398,14,8,823,10,1151
3.61E+11,40.7128,-74.006,786,422,364,683,26,0,53,0,5,19,728,58,3,312,4,0,659,9,1256
3.61E+11,40.7128,-74.006,991,520,471,904,20,0,51,0,1,15,937,54,3,382,22,24,718,23,976
3.61E+11,40.7128,-74.006,1196,631,565,1082,37,1,43,1,11,21,1133,63,3,466,22,20,802,9,1071
3.61E+11,40.7128,-74.006,1078,551,527,962,41,1,43,0,7,24,1020,58,3,396,20,31,784,0,1025
3.61E+11,40.7128,-74.006,1145,568,577,979,16,0,122,0,5,23,1107,38,3,368,12,0,686,0,1080
3.61E+11,40.7128,-74.006,1480,774,706,1221,36,1,207,0,1,14,1415,65,3,447,9,0,815,66,1305
3.61E+11,40.7128,-74.006,908,457,451,740,25,0,125,0,12,6,880,28,3,276,23,22,438,0,861
3.61E+11,40.7128,-74.006,981,488,493,841,13,0,99,4,9,15,952,29,3,307,14,12,584,10,832
3.61E+11,40.7128,-74.006,1062,549,513,926,34,0,74,0,13,15,1020,42,3,317,13,0,526,0,1034
3.61E+11,40.7128,-74.006,1085,539,546,929,10,0,129,0,3,14,1058,27,3,328,10,14,751,0,1151
3.61E+11,40.7128,-74.006,834,419,415,750,17,0,54,0,7,6,795,39,3,261,13,23,515,9,872
3.61E+11,40.7128,-74.006,1392,723,669,1170,31,1,146,0,6,38,1346,46,3,436,10,0,789,8,1226
3.61E+11,40.7128,-74.006,817,416,401,637,11,1,142,0,11,15,794,23,3,244,11,0,445,0,641
3.61E+11,40.7128,-74.006,1001,533,468,866,20,1,95,0,4,15,950,51,3,305,5,0,651,0,1100
3.61E+11,40.7128,-74.006,1972,1037,935,1627,16,0,277,0,14,38,1892,80,3,664,50,11,1319,27,2219
3.61E+11,40.7128,-74.006,1372,693,679,1131,12,1,177,0,12,39,1329,43,3,417,12,0,679,79,1181
3.61E+11,40.7128,-74.006,1621,815,806,1239,8,0,307,0,20,47,1543,78,3,520,14,19,1312,104,1887
3.61E+11,40.7128,-74.006,1496,788,708,1140,11,1,271,0,24,49,1414,82,3,528,33,79,856,50,1346
3.61E+11,40.7128,-74.006,733,376,357,668,8,2,34,0,6,15,706,27,3,250,14,16,492,0,846
3.61E+11,40.7128,-74.006,718,379,339,624,35,0,23,0,23,13,653,65,3,261,17,0,494,0,802
3.61E+11,40.7128,-74.006,980,508,472,892,14,4,43,0,14,13,930,50,3,328,10,63,528,20,800
3.61E+11,40.7128,-74.006,1175,630,545,1008,26,0,72,0,13,56,1084,91,3,412,23,65,677,51,1056
3.61E+11,40.7128,-74.006,1132,568,564,1035,26,0,34,0,15,22,1085,47,3,405,19,0,892,0,1304
3.61E+11,40.7128,-74.006,683,370,313,608,3,3,36,0,8,25,644,39,2,372,37,9,727,0,851
3.61E+11,40.7128,-74.006,1010,568,442,810,169,2,21,0,2,6,915,95,2,318,33,33,709,16,679
3.61E+11,40.7128,-74.006,1418,746,672,1042,81,7,106,0,124,58,1122,296,2,681,90,43,763,104,1015
3.61E+11,40.7128,-74.006,975,506,469,823,8,2,91,0,21,30,870,105,3,348,25,58,605,192,900
3.61E+11,40.7128,-74.006,1309,708,601,912,165,0,84,5,79,64,1071,238,2,475,38,26,580,8,780
3.61E+11,40.7128,-74.006,1632,946,686,1312,100,2,135,2,54,27,1454,178,2,586,59,170,1054,90,1068
3.61E+11,40.7128,-74.006,1533,786,747,1255,42,0,184,3,24,25,1405,128,3,498,16,0,771,14,1277
3.61E+11,40.7128,-74.006,967,512,455,794,27,0,114,0,20,12,909,58,3,345,10,14,623,43,1006
3.61E+11,40.7128,-74.006,1262,665,597,925,90,2,158,1,44,42,1123,139,2,571,62,65,903,31,1250
3.61E+11,40.7128,-74.006,1757,846,911,1198,342,3,106,0,70,38,1510,247,3,568,59,62,1123,13,1567
3.61E+11,40.7128,-74.006,1440,714,726,1329,14,0,60,0,8,29,1392,48,3,510,21,20,1090,0,1629
3.61E+11,40.7128,-74.006,1423,791,632,1192,17,0,180,0,19,15,1341,82,2,595,17,9,903,9,1330
3.61E+11,40.7128,-74.006,1334,692,642,1026,37,0,252,0,1,18,1253,81,3,444,17,8,848,47,1175
3.61E+11,40.7128,-74.006,1695,880,815,1248,51,0,318,0,36,42,1570,125,3,548,18,66,1077,43,1787
3.61E+11,40.7128,-74.006,2120,1094,1026,1700,65,0,288,0,13,54,2041,79,3,734,24,33,1435,108,1961
3.61E+11,40.7128,-74.006,1460,793,667,994,30,4,389,0,15,28,1358,102,3,462,23,32,952,46,1192
3.61E+11,40.7128,-74.006,1244,615,629,969,23,0,236,0,0,16,1204,40,3,401,16,20,793,0,1406
3.61E+11,40.7128,-74.006,1018,518,500,761,7,0,215,0,4,31,967,51,3,340,12,7,635,0,842
3.61E+11,40.7128,-74.006,851,428,423,694,5,0,121,0,16,15,827,24,3,273,5,0,442,0,747
3.61E+11,40.7128,-74.006,2634,1469,1165,1911,100,8,510,0,68,37,2403,231,2,1499,110,39,1813,55,2165
3.61E+11,40.7128,-74.006,1673,878,795,1244,126,4,187,0,66,46,1470,203,3,607,15,19,1051,11,1353
3.61E+11,40.7128,-74.006,1679,898,781,1149,104,0,321,2,64,39,1490,189,3,612,27,0,1272,63,1763
3.61E+11,40.7128,-74.006,1927,1097,830,1399,276,1,119,0,96,36,1648,279,2,1060,72,29,1525,34,1784
3.61E+11,40.7128,-74.006,1704,966,738,1143,254,2,201,0,45,59,1477,227,2,826,40,18,1276,35,1476
3.61E+11,40.7128,-74.006,1698,898,800,1335,95,4,193,1,38,32,1518,180,2,808,26,49,1280,34,1666
3.61E+11,40.7128,-74.006,813,437,376,646,48,2,71,1,24,21,640,173,2,373,15,55,562,37,685
3.61E+11,40.7128,-74.006,2194,1287,907,1367,570,7,112,1,69,68,1957,237,2,826,47,155,1624,33,1954
3.61E+11,40.7128,-74.006,1514,844,670,991,183,2,243,5,38,52,1319,195,2,614,29,15,958,9,1341
3.61E+11,40.7128,-74.006,1261,671,590,232,848,11,54,0,73,43,1026,235,3,421,13,35,960,37,1569
3.61E+11,40.7128,-74.006,1638,827,811,694,499,15,211,0,155,64,1232,406,3,564,26,86,1320,153,1812
3.61E+11,40.7128,-74.006,1576,842,734,442,870,9,52,0,150,53,1246,330,3,591,23,91,941,53,1233
3.61E+11,40.7128,-74.006,1338,764,574,142,984,3,29,3,116,61,1059,279,3,484,28,126,610,74,1038
3.61E+11,40.7128,-74.006,1058,525,533,205,511,4,38,0,272,28,598,460,4,285,33,24,473,64,714
3.61E+11,40.7128,-74.006,710,366,344,417,160,0,61,0,51,21,592,118,3,261,13,0,644,6,853
3.61E+11,40.7128,-74.006,1790,932,858,698,595,9,126,6,266,90,1244,546,3,618,29,117,1206,21,1853
3.61E+11,40.7128,-74.006,1116,579,537,388,471,0,47,0,170,40,835,281,3,335,24,128,730,42,1289
3.61E+11,40.7128,-74.006,1151,600,551,485,393,2,167,0,49,55,969,182,3,392,18,90,675,0,1327
3.61E+11,40.7128,-74.006,1185,586,599,627,245,2,200,0,47,64,1032,153,3,397,10,128,526,0,780
3.61E+11,40.7128,-74.006,740,382,358,433,105,0,132,0,45,25,633,107,3,247,9,0,423,0,614
3.61E+11,40.7128,-74.006,1222,610,612,951,106,2,114,0,20,29,1135,87,3,409,8,42,757,54,1150
3.61E+11,40.7128,-74.006,1525,786,739,1264,87,0,146,0,4,24,1444,81,3,525,9,20,1115,8,1656
3.61E+11,40.7128,-74.006,831,434,397,529,148,1,89,0,38,26,649,182,3,283,14,49,642,0,970
3.61E+11,40.7128,-74.006,1084,540,544,402,367,5,36,0,228,46,653,431,3,327,23,47,524,0,734
3.61E+11,40.7128,-74.006,2287,1175,1112,1899,66,6,236,0,26,54,2120,167,3,877,34,0,1915,118,2778
3.61E+11,40.7128,-74.006,1636,849,787,1482,10,0,95,0,17,32,1552,84,3,558,21,0,934,0,1572
3.61E+11,40.7128,-74.006,922,509,413,865,5,0,37,0,7,8,877,45,2,426,24,14,719,52,911
3.61E+11,40.7128,-74.006,901,493,408,761,29,1,88,0,9,13,839,62,2,388,31,50,381,11,567
3.61E+11,40.7128,-74.006,667,339,328,583,12,1,49,0,12,10,625,42,2,276,29,3,298,0,410
3.61E+11,40.7128,-74.006,2004,1115,889,1465,203,1,209,0,79,47,1761,243,2,963,42,41,1570,24,2016
3.61E+11,40.7128,-74.006,1808,928,880,1346,150,1,215,0,56,40,1615,193,3,419,27,26,811,14,955
3.61E+11,40.7128,-74.006,650,355,295,606,12,0,21,0,4,7,602,48,2,274,22,67,448,38,660
3.61E+11,40.7128,-74.006,2576,1333,1243,1833,186,20,95,2,354,86,1587,989,2,1052,138,135,1330,317,1464
3.61E+11,40.7128,-74.006,1478,804,674,1064,165,3,53,1,138,54,998,480,2,627,59,164,871,81,1315
3.61E+11,40.7128,-74.006,862,471,391,709,48,10,36,0,23,36,722,140,2,412,31,33,673,12,815
3.61E+11,40.7128,-74.006,1310,717,593,1074,32,0,82,1,75,46,1088,222,3,505,32,91,688,54,1016
3.61E+11,40.7128,-74.006,1616,824,792,1447,18,2,58,0,37,54,1492,124,3,529,8,115,984,222,1540
3.61E+11,40.7128,-74.006,659,315,344,589,3,0,46,0,11,10,634,25,3,216,5,12,491,0,885
3.61E+11,40.7128,-74.006,1282,658,624,1120,19,0,124,0,8,11,1228,54,3,373,9,0,629,0,1010
3.61E+11,40.7128,-74.006,2612,1364,1248,2220,125,2,165,1,55,44,2447,165,3,618,20,27,1109,42,2021
3.61E+11,40.7128,-74.006,1073,538,535,967,14,2,65,0,11,14,1018,55,3,380,32,5,996,0,1218
3.61E+11,40.7128,-74.006,1997,1022,975,1798,22,2,92,1,33,49,1863,134,3,710,22,78,1318,222,1889
3.61E+11,40.7128,-74.006,1322,688,634,1138,16,3,77,0,64,24,1183,139,3,499,21,27,908,44,1167
3.61E+11,40.7128,-74.006,959,498,461,806,14,0,77,0,34,28,864,95,3,341,17,0,545,0,788
3.61E+11,40.7128,-74.006,1760,894,866,1618,14,2,61,0,53,12,1640,120,3,612,9,48,1158,55,1646
3.61E+11,40.7128,-74.006,2159,1088,1071,1867,162,0,59,0,55,16,1949,210,3,672,13,118,1321,0,2028
3.61E+11,40.7128,-74.006,806,407,399,738,12,0,27,1,14,14,739,67,3,301,7,57,435,12,575
3.61E+11,40.7128,-74.006,1130,583,547,1036,12,0,67,0,9,6,1093,37,3,349,11,0,797,24,1145
3.61E+11,40.7128,-74.006,2160,1109,1051,1902,35,0,171,0,13,39,2098,62,3,722,14,16,1354,25,2090
3.61E+11,40.7128,-74.006,2343,1129,1214,2201,9,0,80,0,25,28,2237,106,3,742,14,104,1381,71,2115
3.61E+11,40.7128,-74.006,1090,545,545,974,13,0,41,0,44,18,979,111,3,391,11,30,766,0,1210
3.61E+11,40.7128,-74.006,1644,816,828,1477,14,0,61,0,68,24,1469,175,3,543,18,59,1000,103,1662
3.61E+11,40.7128,-74.006,1701,872,829,1542,24,4,52,0,59,20,1577,124,3,577,13,119,1098,26,1583
3.61E+11,40.7128,-74.006,836,455,381,763,10,0,42,0,12,9,789,47,2,370,15,16,539,0,773
3.61E+11,40.7128,-74.006,1050,532,518,969,19,0,40,0,7,15,1001,49,3,366,9,0,691,36,1084
3.61E+11,40.7128,-74.006,2086,1064,1022,1693,220,0,79,0,53,41,1879,207,3,657,25,0,1149,0,1751
3.61E+11,40.7128,-74.006,1562,769,793,1282,21,5,70,0,142,42,1202,360,3,595,36,46,944,58,1401
3.61E+11,40.7128,-74.006,1280,653,627,899,61,11,108,0,129,72,888,392,3,452,22,87,828,161,1167
3.61E+11,40.7128,-74.006,888,464,424,764,42,0,37,2,17,26,803,85,3,319,19,12,476,0,778
3.61E+11,40.7128,-74.006,1641,846,795,1528,6,0,72,2,9,24,1549,92,3,570,30,45,1087,0,1988
3.61E+11,40.7128,-74.006,1535,765,770,1422,26,0,69,0,6,12,1455,80,3,453,20,32,725,42,1189
3.61E+11,40.7128,-74.006,1601,802,799,1469,4,1,91,0,14,22,1539,62,3,553,34,112,1167,344,1395
3.61E+11,40.7128,-74.006,912,459,453,851,1,0,48,0,2,10,881,31,3,295,12,0,466,0,716
3.61E+11,40.7128,-74.006,1360,672,688,1281,1,0,49,0,7,22,1319,41,3,442,21,8,946,54,1453
3.61E+11,40.7128,-74.006,2624,1313,1311,2415,44,4,116,0,17,28,2501,123,3,829,64,22,1362,38,2256
3.61E+11,40.7128,-74.006,1185,615,570,1126,7,2,25,0,7,18,1125,60,3,445,70,69,842,61,1117
3.61E+11,40.7128,-74.006,1443,725,718,1366,13,0,21,0,14,29,1386,57,3,542,77,0,860,49,1052
3.61E+11,40.7128,-74.006,1256,639,617,1159,30,0,19,0,12,36,1203,53,3,426,60,0,900,90,1369
3.61E+11,40.7128,-74.006,1220,616,604,1129,18,1,31,0,20,21,1157,63,3,431,57,0,865,3,1260
3.61E+11,40.7128,-74.006,1935,998,937,1835,33,1,28,0,1,37,1867,68,3,680,23,32,1229,107,1943
3.61E+11,40.7128,-74.006,1118,568,550,1034,28,0,30,0,14,12,1044,74,3,408,50,31,610,0,982
3.61E+11,40.7128,-74.006,1204,609,595,1162,3,0,30,0,2,7,1157,47,3,446,101,20,803,11,1239
3.61E+11,40.7128,-74.006,1566,797,769,1475,5,0,37,0,14,35,1522,44,3,555,64,22,823,8,1328
3.61E+11,40.7128,-74.006,2854,1463,1391,2636,45,3,99,0,7,64,2733,121,3,990,70,26,1844,84,2851
3.61E+11,40.7128,-74.006,1928,987,941,1791,30,3,44,1,20,39,1813,115,3,767,55,0,1305,10,1981
3.61E+11,40.7128,-74.006,1806,887,919,1716,16,3,29,0,11,31,1723,83,3,607,38,81,1053,32,1756
3.61E+11,40.7128,-74.006,797,410,387,745,11,2,18,0,4,17,756,41,3,279,68,23,511,0,823
3.61E+11,40.7128,-74.006,1181,594,587,1084,7,0,33,0,35,22,1097,84,3,371,23,0,668,12,1116
3.61E+11,40.7128,-74.006,1281,648,633,1176,6,0,18,0,62,19,1187,94,3,439,24,128,723,49,1133
3.61E+11,40.7128,-74.006,1346,727,619,1192,45,3,37,0,45,24,1201,145,3,498,19,12,833,52,1299
3.61E+11,40.7128,-74.006,1241,640,601,1187,17,0,28,0,0,9,1209,32,3,414,61,0,675,53,1024
3.61E+11,40.7128,-74.006,1453,731,722,1369,12,1,38,0,6,27,1357,96,3,514,42,6,807,25,1231
3.61E+11,40.7128,-74.006,1057,533,524,991,11,1,37,0,7,10,984,73,3,357,48,9,840,28,1399
3.61E+11,40.7128,-74.006,951,478,473,844,18,0,33,0,34,22,879,72,3,308,71,20,484,7,698
3.61E+11,40.7128,-74.006,1336,684,652,1177,23,9,48,0,47,32,1188,148,3,486,78,159,744,0,1264
3.61E+11,40.7128,-74.006,1287,656,631,1177,26,1,47,0,17,19,1232,55,3,487,36,72,692,182,1034
3.61E+11,40.7128,-74.006,1113,592,521,1048,12,2,16,0,11,24,1038,75,3,384,12,0,664,0,1177
3.61E+11,40.7128,-74.006,791,394,397,601,39,4,14,0,121,12,487,304,3,250,15,26,471,22,712
3.61E+11,40.7128,-74.006,599,320,279,534,13,0,19,0,26,7,526,73,2,242,15,13,546,13,602
3.61E+11,40.7128,-74.006,1207,565,642,831,77,2,49,3,181,64,713,494,2,497,24,90,674,28,926
3.61E+11,40.7128,-74.006,1762,970,792,1096,227,21,141,0,185,92,1299,463,2,837,45,306,1062,96,1881
3.61E+11,40.7128,-74.006,1445,534,911,761,34,9,33,0,507,101,401,1044,4,409,9,385,788,266,1484
3.61E+11,40.7128,-74.006,726,408,318,642,18,0,48,0,7,11,680,46,2,323,16,86,615,22,831
3.61E+11,40.7128,-74.006,2624,1177,1447,1705,108,37,90,1,593,90,1415,1209,3,895,37,379,1400,166,2290
3.61E+11,40.7128,-74.006,1677,854,823,1383,20,4,105,0,116,49,1378,299,3,629,39,30,905,23,1137
3.61E+11,40.7128,-74.006,1436,737,699,1143,84,9,54,0,100,46,1173,263,3,512,17,68,855,167,1336
3.61E+11,40.7128,-74.006,1271,644,627,1168,6,1,52,0,15,29,1207,64,3,403,33,0,903,0,1471
3.61E+11,40.7128,-74.006,1428,748,680,1157,31,0,179,0,11,50,1328,100,3,540,33,27,840,89,1248
3.61E+11,40.7128,-74.006,2082,1045,1037,1808,29,1,202,1,14,27,2008,74,3,729,21,0,1294,0,1927
3.61E+11,40.7128,-74.006,1308,647,661,1186,11,1,78,0,9,23,1272,36,3,386,11,0,834,0,1443
3.61E+11,40.7128,-74.006,2597,1308,1289,2281,53,0,179,0,42,42,2491,106,3,820,33,51,1625,71,2682
3.61E+11,40.7128,-74.006,2525,1273,1252,2162,93,2,191,0,24,53,2372,153,3,919,44,128,1692,96,2456
3.61E+11,40.7128,-74.006,1841,890,951,1705,31,0,76,0,7,22,1781,60,3,565,27,45,951,11,1302
3.61E+11,40.7128,-74.006,801,403,398,716,1,0,59,0,8,17,784,17,3,249,8,0,456,0,751
3.61E+11,40.7128,-74.006,2009,998,1011,1812,16,0,139,0,4,38,1950,59,3,623,20,0,1291,0,2070
3.61E+11,40.7128,-74.006,1707,863,844,1510,12,1,134,0,21,29,1666,41,3,552,21,11,1123,0,1807
3.61E+11,40.7128,-74.006,1744,910,834,1442,138,2,86,1,38,37,1613,131,3,385,16,0,787,0,1274
3.61E+11,40.7128,-74.006,2622,1358,1264,2241,68,1,234,0,22,56,2526,96,3,847,40,22,1607,112,2250
3.61E+11,40.7128,-74.006,1793,968,825,1603,28,3,124,1,17,17,1700,93,2,805,35,145,1192,205,1537
3.61E+11,40.7128,-74.006,1049,541,508,921,28,0,56,0,10,34,980,69,3,394,10,20,702,40,989
3.61E+11,40.7128,-74.006,1690,821,869,750,383,2,31,3,433,88,648,1042,3,467,25,386,499,758,1062
3.61E+11,40.7128,-74.006,1387,650,737,458,470,18,19,0,358,64,642,745,3,534,63,509,485,393,889
3.61E+11,40.7128,-74.006,2073,948,1125,710,342,23,41,3,852,102,594,1479,4,547,58,461,915,249,2242
3.61E+11,40.7128,-74.006,1319,729,590,959,124,3,55,0,148,30,986,333,2,594,47,65,845,108,1119
3.61E+11,40.7128,-74.006,955,498,457,767,41,3,63,0,51,30,791,164,3,334,6,10,500,0,807
3.61E+11,40.7128,-74.006,2204,1068,1136,1032,165,4,138,0,736,129,960,1244,3,703,40,439,862,503,1563
3.61E+11,40.7128,-74.006,1934,1069,865,1198,288,9,233,1,134,71,1460,474,2,961,66,92,1632,308,1836
3.61E+11,40.7128,-74.006,1775,943,832,1427,123,3,53,0,130,39,1384,391,3,603,27,217,1142,36,1813
3.61E+11,40.7128,-74.006,894,448,446,652,66,1,34,1,121,19,621,273,3,297,15,89,639,11,929
3.61E+11,40.7128,-74.006,1155,559,596,762,70,2,31,1,233,56,700,455,3,409,28,66,617,33,873
3.61E+11,40.7128,-74.006,1421,658,763,779,60,2,22,0,477,81,440,981,3,424,41,573,509,769,1193
3.61E+11,40.7128,-74.006,1357,692,665,712,266,2,97,0,204,76,802,555,3,469,16,112,596,63,887
3.61E+11,40.7128,-74.006,1875,1054,821,1351,296,4,110,0,70,44,1638,237,2,863,23,61,1560,220,1722
3.61E+11,40.7128,-74.006,1759,909,850,1492,75,2,99,0,55,36,1570,189,2,729,22,68,1416,37,1865
3.61E+11,40.7128,-74.006,1726,1016,710,1503,61,13,76,2,46,25,1521,205,3,543,12,72,891,16,1249
3.61E+11,40.7128,-74.006,1921,972,949,1621,85,5,123,0,52,35,1676,245,2,659,27,203,1527,162,1787
3.61E+11,40.7128,-74.006,1197,623,574,1080,16,2,36,0,24,39,1086,111,3,436,25,49,907,11,1398
3.61E+11,40.7128,-74.006,900,437,463,813,24,0,21,0,7,35,849,51,3,333,8,61,486,114,637
3.61E+11,40.7128,-74.006,1155,598,557,1039,14,1,32,1,42,26,1057,98,3,406,18,40,703,10,1158
3.61E+11,40.7128,-74.006,766,411,355,625,22,0,30,0,72,17,636,130,3,285,16,8,610,0,759
3.61E+11,40.7128,-74.006,1103,548,555,929,31,7,19,0,73,44,855,248,3,406,28,122,593,157,1050
3.61E+11,40.7128,-74.006,764,385,379,678,20,1,22,0,31,12,661,103,3,294,14,91,478,37,789
3.61E+11,40.7128,-74.006,2185,1194,991,1827,107,8,137,0,45,61,2005,180,2,796,58,35,1285,39,1728
3.61E+11,40.7128,-74.006,1406,703,703,1280,42,0,18,0,30,36,1174,232,3,521,20,107,850,8,1430
3.61E+11,40.7128,-74.006,824,406,418,732,27,0,15,0,39,11,699,125,3,308,14,22,635,0,914
3.61E+11,40.7128,-74.006,2088,1117,971,958,634,19,2,0,328,147,1217,871,2,855,50,639,787,652,1452
3.61E+11,40.7128,-74.006,1608,805,803,1048,198,6,50,0,219,87,981,627,3,546,29,223,644,93,1137
3.61E+11,40.7128,-74.006,1212,630,582,762,219,6,36,0,117,72,816,396,3,436,36,60,668,11,1107
3.61E+11,40.7128,-74.006,1492,767,725,914,282,6,59,0,161,70,972,520,3,576,52,244,668,292,963
3.61E+11,40.7128,-74.006,1279,657,622,602,407,4,35,1,175,55,883,396,2,515,50,60,554,101,784
3.61E+11,40.7128,-74.006,986,540,446,372,328,13,48,0,175,50,582,404,2,544,72,226,538,228,751
3.61E+11,40.7128,-74.006,1323,692,631,620,367,2,63,0,184,87,837,486,3,456,25,49,592,35,906
3.61E+11,40.7128,-74.006,2368,1181,1187,1076,736,8,39,11,395,103,1475,893,3,942,77,600,1690,458,3066
3.61E+11,40.7128,-74.006,1901,1058,843,1003,596,5,105,0,119,73,1536,365,2,739,28,38,1292,163,1791
3.61E+11,40.7128,-74.006,1671,950,721,1209,242,0,65,0,91,64,1431,240,2,944,51,47,1147,0,1396
3.61E+11,40.7128,-74.006,1028,500,528,466,198,15,5,0,271,73,506,522,3,308,17,51,629,190,768
3.61E+11,40.7128,-74.006,752,351,401,476,115,2,16,0,120,23,535,217,3,282,13,82,303,191,390
3.61E+11,40.7128,-74.006,1026,554,472,839,84,0,46,0,33,24,920,106,2,490,12,66,781,0,1028
3.61E+11,40.7128,-74.006,1983,990,993,1741,50,0,67,0,66,59,1737,246,3,731,33,81,1359,197,1853
3.61E+11,40.7128,-74.006,712,381,331,651,11,0,13,0,20,17,648,64,2,314,20,66,451,142,575
3.61E+11,40.7128,-74.006,1729,900,829,1545,24,3,32,0,81,44,1485,244,3,683,41,58,365,21,560
3.61E+11,40.7128,-74.006,1943,1011,932,1564,194,2,88,0,38,57,1770,173,2,1126,105,7,1605,51,2153
3.61E+11,40.7128,-74.006,1628,722,906,1476,23,2,82,0,14,31,1545,83,3,500,88,10,1044,0,1522
3.61E+11,40.7128,-74.006,1580,787,793,1402,34,1,79,0,34,30,1490,90,3,530,22,11,1026,77,1594
3.61E+11,40.7128,-74.006,1367,714,653,1224,44,0,61,0,17,21,1283,84,3,510,96,59,822,0,1323
3.61E+11,40.7128,-74.006,1197,623,574,1115,15,0,25,4,11,27,1152,45,3,434,34,19,765,29,1192
3.61E+11,40.7128,-74.006,1668,828,840,1431,83,1,74,3,40,36,1468,200,3,534,15,88,928,0,1684
3.61E+11,40.7128,-74.006,1659,834,825,1293,130,1,139,0,57,39,1500,159,3,493,5,15,850,43,1269
3.61E+11,40.7128,-74.006,1147,570,577,923,71,2,61,0,55,35,982,165,3,385,25,206,554,29,1265
3.61E+11,40.7128,-74.006,1011,505,506,884,42,2,18,0,30,35,862,149,3,342,18,59,771,105,1071
3.61E+11,40.7128,-74.006,1025,504,521,816,86,2,34,0,42,45,872,153,3,336,19,63,605,23,942
3.61E+11,40.7128,-74.006,1595,835,760,1147,196,6,68,0,134,44,1292,303,3,498,21,205,1093,74,1355
3.61E+11,40.7128,-74.006,1153,625,528,904,120,0,58,0,30,41,971,182,2,482,17,86,675,17,1062
3.61E+11,40.7128,-74.006,2025,1005,1020,1567,246,5,71,0,95,41,1678,347,3,683,27,127,1296,174,1877
3.61E+11,40.7128,-74.006,1316,668,648,1127,80,3,31,0,34,41,1150,166,3,422,12,71,843,53,1370
3.61E+11,40.7128,-74.006,2765,1413,1352,2192,181,7,98,0,212,75,2203,562,3,928,22,242,1700,129,2158
3.61E+11,40.7128,-74.006,2224,1124,1100,1713,198,8,66,0,142,97,1712,512,3,803,126,212,1277,226,2034
3.61E+11,40.7128,-74.006,833,425,408,755,21,1,25,0,4,27,742,91,3,296,14,36,414,33,799
3.61E+11,40.7128,-74.006,1178,638,540,1035,47,0,37,0,31,28,1050,128,3,464,14,83,766,27,951
3.61E+11,40.7128,-74.006,2338,1132,1206,1895,213,8,66,0,107,49,1929,409,3,702,52,40,1645,0,2326
3.61E+11,40.7128,-74.006,2380,1273,1107,1979,103,10,115,1,108,64,1979,401,2,954,81,253,1520,121,2475
3.61E+11,40.7128,-74.006,1292,674,618,1067,83,3,84,0,30,25,1130,162,3,373,5,92,635,26,1030
3.61E+11,40.7128,-74.006,2292,1238,1054,2017,101,1,128,0,15,30,2131,161,3,702,25,109,1255,73,1972
