"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
3.60E+11,40.5746,-74.0567,972,491,481,946,2,1,8,0,0,15,961,11,3,382,59,27,638,103,847
3.60E+11,40.5746,-74.0567,3287,1193,2094,2849,211,9,127,2,36,53,3166,121,2,570,286,57,846,134,1073
3.60E+11,40.5746,-74.0567,2125,1034,1091,1864,85,0,87,0,29,60,2047,78,2,472,112,21,652,217,808
3.60E+11,40.5746,-74.0567,983,492,491,948,3,0,3,0,9,20,966,17,3,374,118,98,662,210,975
3.60E+11,40.5746,-74.0567,1051,553,498,1039,4,1,1,1,0,5,1043,8,3,406,124,67,612,212,862
3.60E+11,40.5746,-74.0567,1220,637,583,1186,3,4,5,0,2,20,1209,11,2,555,54,69,781,255,994
3.60E+11,40.5746,-74.0567,684,325,359,671,3,1,2,1,1,5,678,6,3,258,62,64,316,35,521
3.60E+11,40.5746,-74.0567,1274,647,627,1243,3,1,3,0,5,19,1262,12,2,545,83,81,787,423,922
3.60E+11,40.5746,-74.0567,1210,605,605,1187,7,1,2,0,0,13,1207,3,3,479,143,115,772,93,1117
3.60E+11,40.5746,-74.0567,765,366,399,749,2,5,4,0,3,2,756,9,2,313,197,51,499,58,721
3.60E+11,40.5746,-74.0567,968,523,445,947,4,2,5,2,2,6,958,10,2,392,138,95,572,158,580
3.60E+11,40.5746,-74.0567,645,340,305,630,1,2,10,1,0,1,644,1,2,276,18,24,420,67,523
3.60E+11,40.5746,-74.0567,1435,777,658,1406,6,4,11,0,2,6,1425,10,2,571,60,99,709,335,861
3.60E+11,40.5746,-74.0567,890,437,453,869,3,0,2,1,0,15,886,4,3,342,180,77,501,90,781
3.60E+11,40.5746,-74.0567,886,459,427,869,5,0,2,0,1,9,871,15,3,346,155,79,562,193,773
3.60E+11,40.5746,-74.0567,742,384,358,730,1,4,2,0,0,5,733,9,2,315,67,112,494,87,742
3.60E+11,40.5746,-74.0567,795,407,388,773,11,3,4,0,0,4,790,5,3,297,53,33,470,153,765
3.60E+11,40.5746,-74.0567,751,362,389,744,0,2,1,0,0,4,748,3,2,306,82,89,453,99,633
3.60E+11,40.5746,-74.0567,801,378,423,791,0,1,0,0,8,1,797,4,2,321,247,69,569,191,724
3.60E+11,40.5746,-74.0567,1436,685,751,1399,6,4,13,0,7,7,1423,13,2,578,348,117,956,235,1312
36003DOH0001,40.5746,-74.0567,1352,731,621,1313,9,5,5,0,6,14,1335,17,2,566,218,108,887,219,1067
36003DOH0002,40.5746,-74.0567,1595,769,826,1532,14,1,6,0,12,30,1562,33,2,651,518,213,1049,131,1676
36003DOH0003,40.5746,-74.0567,1912,969,943,1881,0,0,6,0,8,17,1902,10,3,751,347,167,998,151,1473
36003DOH0004,40.5746,-74.0567,1402,666,736,1356,9,4,5,0,5,23,1374,28,2,587,566,106,837,242,1151
3.60E+11,40.5746,-74.0267,11091,912,10179,1724,6515,117,180,28,2521,6,7312,3779,0,0,0,5324,2619,0,0
3.60E+11,40.5746,-74.0267,1120,615,505,424,286,15,21,5,315,54,317,803,3,332,24,123,331,0,727
3.60E+11,40.5746,-74.0267,1974,1047,927,532,677,27,55,7,558,118,642,1332,3,628,57,141,1011,259,1719
3.60E+11,40.5746,-74.0267,1240,642,598,376,301,10,64,3,408,78,382,858,3,391,17,241,642,283,1286
3.60E+11,40.5746,-74.0267,966,480,486,276,255,7,21,5,335,67,262,704,3,294,27,205,244,337,490
3.60E+11,40.5746,-74.0267,2451,1302,1149,632,962,19,50,1,648,139,934,1517,3,847,57,138,1373,192,2230
3.60E+11,40.5746,-74.0267,2627,1506,1121,555,1336,26,16,0,576,118,1174,1453,3,925,19,340,817,569,1320
3.60E+11,40.5746,-74.0267,762,465,297,219,357,4,0,0,143,39,296,466,2,348,5,64,383,218,597
3.60E+11,40.5746,-74.0267,990,418,572,243,424,10,7,1,275,30,438,552,2,216,22,428,328,968,230
3.60E+11,40.5746,-74.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60E+11,40.5746,-74.0267,1145,589,556,348,463,34,20,6,198,76,433,712,3,353,39,156,376,289,540
3.60E+11,40.5746,-74.0267,2032,1133,899,514,756,52,10,6,556,138,615,1417,3,713,29,578,718,442,1933
3.60E+11,40.5746,-74.0267,1376,845,531,310,608,25,9,0,357,67,532,844,3,483,7,258,483,685,862
3.60E+11,40.5746,-74.0267,2730,1547,1183,591,1234,50,1,0,705,149,969,1761,3,1009,3,876,975,1580,1241
3.60E+11,40.5746,-74.0267,1614,940,674,380,667,39,9,0,414,105,494,1120,3,563,3,454,373,706,631
3.60E+11,40.5746,-74.0267,1107,490,617,311,234,29,5,0,480,48,190,917,3,420,40,349,399,551,740
3.60E+11,40.5746,-74.0267,923,464,459,215,172,17,0,0,460,59,162,761,4,257,62,234,241,576,391
3.60E+11,40.5746,-74.0267,1717,949,768,365,809,10,0,0,427,106,645,1072,3,584,3,293,713,882,864
3.60E+11,40.5746,-74.0267,1396,766,630,371,504,53,5,0,386,77,418,978,3,458,30,358,278,740,557
3.60E+11,40.5746,-74.0267,1455,763,692,387,391,22,26,0,535,94,297,1158,3,463,18,393,432,756,802
3.60E+11,40.5746,-74.0267,936,537,399,215,301,22,2,2,330,64,206,730,3,303,34,123,256,162,669
3.60E+11,40.5746,-74.0267,1418,793,625,227,846,8,9,0,265,63,796,622,3,525,15,306,822,121,1241
3.60E+11,40.5746,-74.0267,2013,1197,816,113,1747,15,0,0,68,70,1690,323,2,866,33,198,963,257,1475
3.60E+11,40.5746,-74.0267,1094,607,487,34,958,5,1,0,71,25,944,150,2,476,9,163,789,72,1305
3.60E+11,40.5746,-74.0267,1061,611,450,48,917,16,3,1,40,36,917,144,2,475,7,162,693,27,1257
3.60E+11,40.5746,-74.0267,1597,808,789,307,636,22,8,1,535,88,579,1018,3,513,38,228,522,359,868
3.60E+11,40.5746,-74.0267,1612,917,695,328,464,37,0,0,699,84,362,1250,3,510,28,210,441,474,750
3.60E+11,40.5746,-74.0267,1264,677,587,317,522,6,13,0,326,80,503,761,3,414,18,167,707,508,1186
3.60E+11,40.5746,-74.0267,774,365,409,253,192,27,7,3,263,29,210,564,2,303,58,260,209,373,537
3.60E+11,40.5746,-74.0267,1473,714,759,415,221,44,12,3,701,77,221,1252,3,506,35,263,644,409,849
3.60E+11,40.5746,-74.0267,1420,758,662,472,268,23,301,0,292,64,694,726,3,536,40,324,668,257,1134
3.60E+11,40.5746,-74.0267,1792,967,825,457,347,62,1,1,843,81,275,1517,3,569,45,381,743,1024,1125
3.60E+11,40.5746,-74.0267,1627,756,871,399,373,77,13,0,660,105,315,1312,3,514,60,479,403,413,1020
3.60E+11,40.5746,-74.0267,2406,1443,963,557,1151,31,0,9,538,120,871,1535,3,833,8,685,1014,1073,2223
3.60E+11,40.5746,-74.0267,1320,709,611,191,744,10,12,3,291,69,671,649,2,535,15,181,881,51,1412
3.60E+11,40.5746,-74.0267,766,447,319,80,545,14,5,0,102,20,520,246,3,304,5,93,323,181,509
3.60E+11,40.5746,-74.0267,1062,480,582,328,203,11,4,0,438,78,194,868,3,318,19,352,197,574,314
3.60E+11,40.5746,-74.0267,1866,1010,856,466,604,20,9,0,689,78,494,1372,3,593,114,330,646,660,992
3.60E+11,40.5746,-74.0267,1148,625,523,313,347,34,10,0,381,63,280,868,3,370,49,174,454,404,808
3.60E+11,40.5746,-74.0267,980,554,426,303,304,15,16,1,281,60,254,726,3,324,56,285,348,303,551
3.60E+11,40.5746,-74.0267,1410,829,581,306,619,25,10,0,369,81,509,901,3,526,3,203,499,569,509
3.60E+11,40.5746,-74.0267,1643,931,712,428,679,9,61,1,377,88,695,948,3,499,9,432,658,645,919
3.60E+11,40.5746,-74.0267,1555,849,706,352,718,16,2,1,358,108,643,912,3,621,27,653,595,296,1261
3.60E+11,40.5746,-74.0267,1786,925,861,495,447,43,19,1,650,131,365,1421,3,643,19,355,649,1078,920
3.60E+11,40.5746,-74.0267,2097,1039,1058,599,541,38,40,9,711,159,529,1568,3,684,43,574,683,778,1178
3.60E+11,40.5746,-74.0267,1450,756,694,487,378,13,21,0,474,77,367,1083,3,431,22,409,835,237,1776
3.60E+11,40.5746,-74.0267,1396,743,653,306,377,16,0,0,599,98,304,1092,3,456,24,335,324,502,391
3.60E+11,40.5746,-74.0267,963,521,442,300,330,13,15,7,253,45,278,685,3,265,31,223,274,610,384
3.60E+11,40.5746,-74.0267,958,483,475,155,586,12,7,7,147,44,512,446,3,335,17,219,225,289,502
3.60E+11,40.5746,-74.0267,1188,583,605,251,297,18,36,0,514,72,332,856,3,354,24,261,282,228,673
3.60E+11,40.5746,-74.0267,1217,633,584,317,328,18,35,1,444,74,302,915,3,339,23,338,245,691,621
3.60E+11,40.5746,-74.0267,2719,1604,1115,541,1224,40,7,1,743,163,978,1741,3,889,9,545,863,1027,1384
3.60E+11,40.5746,-74.0267,1026,525,501,207,358,11,45,0,352,53,428,598,4,290,39,448,382,177,786
3.60E+11,40.5746,-74.0267,888,469,419,195,355,20,18,2,252,46,377,511,3,351,16,241,472,161,892
3.60E+11,40.5746,-74.0267,1694,914,780,326,650,21,24,3,555,115,574,1120,2,700,33,300,693,432,900
3.60E+11,40.5746,-74.0267,1129,574,555,330,263,35,3,13,397,88,191,938,3,360,25,270,382,474,843
3.60E+11,40.5746,-74.0267,1282,664,618,233,524,15,17,0,420,73,494,788,2,536,39,131,826,236,1211
3.60E+11,40.5746,-74.0267,1569,933,636,313,706,42,0,2,396,110,575,994,3,552,1,372,404,818,901
3.60E+11,40.5746,-74.0267,2009,1188,821,407,904,22,10,0,504,162,757,1252,3,687,7,592,364,852,754
3.60E+11,40.5746,-74.0267,1134,524,610,263,258,38,15,12,457,91,224,910,3,336,57,317,224,300,513
3.60E+11,40.5746,-74.0267,591,316,275,94,371,0,27,0,77,22,330,261,2,232,8,147,375,258,726
3.60E+11,40.5746,-74.0267,856,458,398,197,213,21,13,0,346,66,232,624,3,292,8,208,247,437,531
3.60E+11,40.5746,-74.0267,972,503,469,174,287,10,181,0,244,76,544,428,2,397,14,159,551,291,675
3.60E+11,40.5746,-74.0267,1995,1026,969,372,666,35,12,1,753,156,589,1406,3,705,23,434,877,466,1557
3.60E+11,40.5746,-74.0267,1814,952,862,431,743,27,54,0,478,81,780,1034,3,573,38,274,720,650,1274
3.60E+11,40.5746,-74.0267,604,316,288,74,289,4,34,0,160,43,326,278,3,210,14,54,473,174,520
3.60E+11,40.5746,-74.0267,1015,441,574,260,231,12,45,0,400,67,282,733,3,322,24,358,166,313,887
3.60E+11,40.5746,-74.0267,2841,1595,1246,559,1341,59,16,7,709,150,1254,1587,3,1048,25,650,1094,1368,1531
3.60E+11,40.5746,-74.0267,1103,518,585,302,277,9,2,10,429,74,229,874,3,341,15,176,264,344,615
3.60E+11,40.5746,-74.0267,1461,882,579,341,631,41,12,0,357,79,509,952,3,526,1,398,302,513,740
3.60E+11,40.5746,-74.0267,1535,907,628,244,628,52,0,0,495,116,483,1052,3,489,7,433,585,1524,663
3.60E+11,40.5746,-74.0267,799,422,377,214,203,11,38,0,283,50,197,602,2,341,17,276,289,259,470
3.60E+11,40.5746,-74.0267,1207,631,576,295,443,27,61,0,302,79,527,680,3,417,42,141,474,275,606
3.60E+11,40.5746,-74.0267,2858,1496,1362,607,1125,42,75,0,859,150,1047,1811,3,1044,30,399,735,639,1143
3.60E+11,40.5746,-74.0267,1554,915,639,271,667,24,1,0,468,123,538,1016,3,492,3,359,390,1017,696
3.60E+11,40.5746,-74.0267,2577,1245,1332,644,806,33,170,8,769,147,1044,1533,3,878,36,428,831,372,1731
3.60E+11,40.5746,-74.0267,1547,814,733,401,259,25,404,1,398,59,732,815,3,527,46,483,658,470,1303
3.60E+11,40.5746,-74.0267,2065,997,1068,321,276,17,972,0,334,145,1327,738,3,608,27,504,852,654,1473
3.60E+11,40.5746,-74.0267,1653,926,727,389,596,21,7,2,522,116,504,1149,3,549,7,407,524,674,1165
3.60E+11,40.5746,-74.0267,1244,653,591,280,560,8,69,0,267,60,555,689,3,388,15,123,801,54,1351
3.60E+11,40.5746,-74.0267,1302,742,560,288,436,10,15,1,492,60,375,927,3,383,9,143,463,237,867
3.60E+11,40.5746,-74.0267,1164,654,510,259,700,6,2,0,143,54,662,502,2,607,12,144,835,225,1039
3.60E+11,40.5746,-74.0267,1424,763,661,426,430,22,13,0,456,77,375,1049,3,424,41,387,584,501,1110
3.60E+11,40.5746,-74.0267,1594,853,741,395,549,25,4,4,519,98,465,1129,3,474,27,306,541,241,1279
3.60E+11,40.5746,-74.0267,1425,817,608,300,693,16,6,0,334,76,550,875,3,519,17,194,354,384,491
3.60E+11,40.5746,-74.0267,426,255,171,103,194,9,0,0,103,17,173,253,3,163,5,46,151,31,240
3.60E+11,40.5746,-74.0267,1480,788,692,424,313,21,192,0,443,87,632,848,3,485,34,289,612,325,1102
3.60E+11,40.5746,-74.0267,2633,1398,1235,877,591,33,231,3,729,169,884,1749,3,898,56,571,1053,491,2206
3.60E+11,40.5746,-74.0267,1057,631,426,244,399,21,8,4,287,94,322,735,3,371,1,313,307,327,717
3.60E+11,40.5746,-74.0267,1374,761,613,408,369,22,8,0,465,102,249,1125,3,493,19,343,442,411,906
3.60E+11,40.5746,-74.0267,1395,695,700,366,181,35,10,0,670,133,158,1237,4,398,10,355,573,940,873
3.60E+11,40.5746,-74.0267,832,456,376,228,211,17,3,0,305,68,149,683,3,301,47,153,194,240,496
3.60E+11,40.5746,-74.0267,774,420,354,202,211,38,0,0,273,50,136,638,3,246,62,118,157,393,247
3.60E+11,40.5746,-74.0267,915,506,409,213,195,12,11,0,424,60,140,775,3,253,7,207,156,277,348
3.60E+11,40.5746,-74.0267,812,436,376,238,161,31,7,0,326,49,100,712,3,289,10,184,207,216,588
3.60E+11,40.5746,-74.0267,1256,701,555,302,350,33,5,4,463,99,258,998,3,338,10,189,328,283,554
3.60E+11,40.5746,-74.0267,844,470,374,328,196,8,42,0,233,37,235,609,3,314,4,223,411,174,813
3.60E+11,40.5746,-74.0267,1685,969,716,394,723,25,9,6,443,85,618,1067,3,568,15,296,442,492,881
3.60E+11,40.5746,-74.0267,1647,954,693,372,795,14,14,0,354,98,681,966,3,564,16,332,485,577,898
3.60E+11,40.5746,-74.0267,939,508,431,258,308,10,1,0,298,64,247,692,3,324,37,424,644,367,1353
3.60E+11,40.5746,-74.0267,1407,770,637,436,368,10,3,0,508,82,259,1148,3,413,67,386,447,357,803
3.60E+11,40.5746,-74.0267,948,501,447,265,231,18,0,0,351,83,170,778,4,263,16,285,244,277,547
3.60E+11,40.5746,-74.0267,1037,564,473,270,304,13,3,5,361,81,244,793,3,335,6,302,312,717,714
3.60E+11,40.5746,-74.0267,1135,577,558,355,309,20,1,7,349,94,272,863,3,342,17,296,119,464,492
3.60E+11,40.5746,-74.0267,1810,993,817,537,378,24,15,0,696,160,307,1503,3,640,29,535,265,1054,477
3.60E+11,40.5746,-74.0267,1367,688,679,441,328,28,11,0,443,116,229,1138,3,499,39,307,509,491,1027
3.60E+11,40.5746,-74.0267,828,475,353,216,347,22,0,0,191,52,296,532,3,277,6,250,170,298,313
3.60E+11,40.5746,-74.0267,1807,1054,753,327,792,31,3,2,521,131,672,1135,3,564,17,412,555,934,875
3.60E+11,40.5746,-74.0267,911,456,455,298,226,24,94,2,205,62,347,564,2,398,9,323,369,216,760
3.60E+11,40.5746,-74.0267,1781,897,884,508,430,36,14,1,632,160,368,1413,3,528,25,320,444,414,835
3.60E+11,40.5746,-74.0267,1864,985,879,560,345,29,191,0,598,141,756,1108,3,489,62,290,669,391,893
3.60E+11,40.5746,-74.0267,730,354,376,205,148,9,105,0,219,44,297,433,3,221,37,26,398,226,527
3.60E+11,40.5746,-74.0267,1159,587,572,331,240,13,65,0,427,83,377,782,3,347,7,73,526,179,706
3.60E+11,40.5746,-74.0267,863,444,419,271,222,3,56,0,271,40,292,571,3,260,13,177,439,0,830
3.60E+11,40.5746,-74.0267,871,458,413,342,130,10,44,0,271,74,186,685,3,269,7,69,431,38,587
3.60E+11,40.5746,-74.0267,649,337,312,245,191,10,33,0,126,44,245,404,3,186,4,49,525,29,990
3.60E+11,40.5746,-74.0267,1496,857,639,274,846,18,10,0,289,59,801,695,2,699,14,183,829,356,1420
3.60E+11,40.5746,-74.0267,1612,845,767,395,522,12,12,0,561,110,418,1194,3,548,49,384,431,846,727
3.60E+11,40.5746,-74.0267,2647,897,1750,2264,162,9,61,1,95,55,2259,388,3,569,45,157,1067,19,1531
3.60E+11,40.5746,-74.0267,1104,575,529,1073,1,1,1,0,14,14,1034,70,2,459,10,24,1064,43,1306
3.60E+11,40.5746,-74.0267,1338,705,633,1081,41,7,35,2,147,25,918,420,2,548,64,298,838,152,1288
3.60E+11,40.5746,-74.0267,1067,609,458,247,277,38,1,0,424,80,213,854,3,348,15,365,255,149,763
3.60E+11,40.5746,-74.0267,856,442,414,331,111,10,21,0,308,75,103,753,2,344,26,409,229,346,471
3.60E+11,40.5746,-74.0267,1292,639,653,283,510,16,5,0,413,65,436,856,3,359,57,183,317,164,754
3.60E+11,40.5746,-74.0267,1798,945,853,531,663,31,12,1,436,124,574,1224,3,547,36,371,720,621,1209
3.60E+11,40.5746,-74.0267,1312,706,606,294,659,14,8,0,275,62,525,787,3,510,41,188,408,453,680
3.60E+11,40.5746,-74.0267,2386,1276,1110,506,866,62,40,0,723,189,748,1638,3,748,28,243,761,667,1318
3.60E+11,40.5746,-74.0267,1519,789,730,293,621,26,20,0,455,104,597,922,3,487,35,178,482,378,817
3.60E+11,40.5746,-74.0267,1289,676,613,370,439,30,8,9,357,76,333,956,3,471,14,479,338,853,625
3.60E+11,40.5746,-74.0267,964,505,459,274,225,10,47,0,321,87,278,686,3,318,16,205,399,246,652
3.60E+11,40.5746,-74.0267,1572,765,807,355,500,26,8,0,574,109,387,1185,3,449,55,160,393,62,799
3.60E+11,40.5746,-74.0267,2443,1331,1112,441,1084,39,17,0,753,109,922,1521,3,951,64,547,585,1415,676
3.60E+11,40.5746,-74.0267,1032,531,501,759,62,3,30,0,139,39,534,498,2,424,58,150,690,63,1071
3.60E+11,40.5746,-74.0267,1173,620,553,198,464,28,4,0,369,110,413,760,3,387,16,406,292,373,681
3.60E+11,40.5746,-74.0267,1955,1039,916,406,722,44,12,0,653,118,596,1359,3,681,26,371,754,515,1607
3.60E+11,40.5746,-74.0267,1975,1049,926,371,848,26,36,3,581,110,805,1170,3,593,60,178,599,772,801
3.60E+11,40.5746,-74.0267,1212,624,588,918,75,1,42,0,157,19,723,489,3,454,41,69,1049,13,1701
3.60E+11,40.5746,-74.0267,1219,635,584,705,154,27,51,4,236,42,554,665,3,446,54,122,796,99,1282
3.60E+11,40.5746,-74.0267,1421,767,654,894,147,3,83,0,232,62,680,741,3,532,36,89,852,38,1094
3.60E+11,40.5746,-74.0267,2254,1320,934,420,1049,74,1,46,487,177,863,1391,3,794,7,567,671,1459,696
3.60E+11,40.5746,-74.0267,1670,870,800,340,776,35,18,35,383,83,767,903,3,550,51,153,753,616,1101
3.60E+11,40.5746,-74.0267,1061,590,471,233,453,19,7,57,223,69,360,701,3,373,0,426,280,323,909
3.60E+11,40.5746,-74.0267,1399,828,571,229,820,24,0,8,229,89,702,697,2,561,3,127,577,480,786
3.60E+11,40.5746,-74.0267,930,512,418,115,591,3,4,0,170,47,541,389,3,318,57,228,475,239,1198
3.60E+11,40.5746,-74.0267,1453,893,560,265,680,29,7,11,376,85,543,910,3,514,1,343,363,684,297
3.60E+11,40.5746,-74.0267,1200,641,559,150,622,22,6,0,317,83,527,673,3,412,21,217,360,272,566
3.60E+11,40.5746,-74.0267,1768,935,833,1618,39,1,17,0,78,15,1545,223,2,794,67,274,1281,242,1882
3.60E+11,40.5746,-74.0267,1274,661,613,741,135,3,84,3,250,58,671,603,3,485,39,96,611,70,988
3.60E+11,40.5746,-74.0267,1945,1080,865,462,889,19,36,4,415,120,799,1146,3,755,31,231,297,270,682
3.60E+11,40.5746,-74.0267,1003,464,539,137,626,6,3,1,179,51,565,438,2,380,13,226,66,244,321
3.60E+11,40.5746,-74.0267,306,179,127,152,86,2,3,0,46,17,107,199,1,243,7,233,113,124,222
3.60E+11,40.5746,-74.0267,934,552,382,284,390,24,1,2,187,46,348,586,3,362,5,157,447,50,809
3.60E+11,40.5746,-74.0267,708,417,291,151,345,8,1,0,165,38,270,438,3,245,2,119,153,288,166
3.60E+11,40.5746,-74.0267,1118,677,441,297,558,20,7,0,179,57,470,648,3,432,4,168,363,502,591
3.60E+11,40.5746,-74.0267,1778,1021,757,483,786,42,21,0,358,88,781,997,3,605,28,86,846,398,1383
3.60E+11,40.5746,-74.0267,1036,538,498,364,217,11,66,5,323,50,318,718,3,309,26,102,417,0,651
3.60E+11,40.5746,-74.0267,1823,966,857,247,1144,22,2,0,322,86,1082,741,2,632,39,428,850,423,1493
3.60E+11,40.5746,-74.0267,1777,1046,731,237,989,19,5,4,391,132,842,935,3,604,2,477,385,1252,817
3.60E+11,40.5746,-74.0267,2342,1327,1015,309,1295,23,1,0,565,149,1124,1218,3,735,4,419,462,937,834
3.60E+11,40.5746,-74.0267,2389,1321,1068,279,1396,31,6,0,548,129,1243,1146,3,739,10,444,532,993,749
3.60E+11,40.5746,-74.0267,1730,973,757,254,919,41,9,1,403,103,786,944,3,542,3,658,464,770,1261
3.60E+11,40.5746,-74.0267,970,564,406,119,536,13,0,0,243,59,471,499,3,353,1,259,180,392,256
3.60E+11,40.5746,-74.0267,1609,917,692,183,864,44,5,0,423,90,799,810,3,546,6,389,595,781,886
3.60E+11,40.5746,-74.0267,1969,966,1003,459,771,24,15,3,591,106,771,1198,3,506,25,202,573,711,610
3.60E+11,40.5746,-74.0267,867,450,417,137,581,12,2,1,103,31,523,344,3,278,19,151,521,255,844
3.60E+11,40.5746,-74.0267,1562,772,790,165,920,32,0,6,361,78,810,752,3,477,59,338,466,582,1055
3.60E+11,40.5746,-74.0267,1680,901,779,256,831,25,19,1,449,99,766,914,3,563,47,319,447,555,687
3.60E+11,40.5746,-74.0267,1300,680,620,195,594,16,7,1,430,57,557,743,3,426,69,244,424,577,741
3.60E+11,40.5746,-74.0267,926,498,428,517,95,6,38,0,228,42,406,520,3,346,31,133,373,123,568
3.60E+11,40.5746,-74.0267,1415,723,692,885,138,13,39,0,271,69,640,775,3,555,55,338,706,263,1182
3.60E+11,40.5746,-74.0267,2056,1082,974,334,1115,17,8,0,487,95,1036,1020,3,760,47,496,687,553,1136
3.60E+11,40.5746,-74.0267,2005,1102,903,456,547,47,6,3,821,125,374,1631,3,676,9,522,699,519,1482
3.60E+11,40.5746,-74.0267,1000,512,488,236,338,15,19,1,339,52,300,700,3,314,35,476,240,508,955
3.60E+11,40.5746,-74.0267,1189,625,564,245,565,35,17,0,272,55,474,715,3,392,50,193,309,211,598
3.60E+11,40.5746,-74.0267,1206,639,567,783,109,2,42,3,220,47,636,570,3,454,26,213,597,221,1040
3.60E+11,40.5746,-74.0267,1551,796,755,1190,41,13,51,2,206,48,1124,427,2,631,32,55,971,119,1218
3.60E+11,40.5746,-74.0267,709,383,326,592,9,0,35,0,39,34,552,157,3,280,25,33,581,0,699
3.60E+11,40.5746,-74.0267,865,447,418,724,41,0,16,0,64,20,635,230,2,361,28,167,408,0,675
3.60E+11,40.5746,-74.0267,642,331,311,522,13,6,27,0,56,18,488,154,2,278,20,86,456,15,846
3.60E+11,40.5746,-74.0267,967,515,452,202,445,14,5,3,239,59,386,581,2,404,18,432,330,262,759
3.60E+11,40.5746,-74.0267,953,541,412,179,486,12,10,0,215,51,422,531,2,411,38,301,219,349,476
3.60E+11,40.5746,-74.0267,1038,607,431,247,393,10,4,0,335,49,328,710,3,367,9,441,414,829,649
3.60E+11,40.5746,-74.0267,1422,755,667,312,488,30,10,0,464,118,428,994,3,519,6,256,260,582,316
3.60E+11,40.5746,-74.0267,923,532,391,723,54,9,13,0,107,17,658,265,3,284,27,154,403,194,389
3.60E+11,40.5746,-74.0267,846,444,402,585,31,0,51,0,149,30,460,386,3,296,19,78,575,128,728
3.60E+11,40.5746,-74.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,42,167,66
3.60E+11,40.5746,-74.0267,1141,589,552,806,55,2,38,0,201,39,704,437,3,443,38,130,711,62,978
3.60E+11,40.5746,-74.0267,1077,597,480,152,561,5,0,0,293,66,497,580,3,364,22,153,327,843,376
3.60E+11,40.5746,-74.0267,1372,732,640,792,99,18,90,2,311,60,690,682,3,475,40,253,776,0,1504
3.60E+11,40.5746,-74.0267,794,410,384,484,86,7,43,1,134,39,392,402,3,287,12,149,548,76,836
3.60E+11,40.5746,-74.0267,1551,793,758,245,638,16,9,0,532,111,614,937,3,461,25,410,415,301,940
3.60E+11,40.5746,-74.0267,2436,1389,1047,485,1087,50,27,0,656,131,916,1520,3,900,9,673,637,1616,1044
3.60E+11,40.5746,-74.0267,1286,663,623,141,716,6,4,0,327,92,647,639,3,404,50,365,297,219,708
3.60E+11,40.5746,-74.0267,1014,588,426,164,520,13,3,0,269,45,456,558,3,381,28,318,181,752,455
3.60E+11,40.5746,-74.0267,1509,810,699,181,682,28,1,0,506,111,588,921,3,498,22,391,598,748,880
3.60E+11,40.5746,-74.0267,1550,769,781,297,727,17,24,0,373,112,696,854,2,661,14,408,479,747,702
3.60E+11,40.5746,-74.0267,1555,791,764,271,693,14,33,0,487,57,655,900,3,452,87,218,358,526,663
3.60E+11,40.5746,-74.0267,1449,735,714,193,768,15,0,0,403,70,600,849,3,457,59,318,451,874,761
3.60E+11,40.5746,-74.0267,1215,673,542,166,589,14,8,2,370,66,555,660,3,456,29,418,493,353,944
3.60E+11,40.5746,-74.0267,2095,1066,1029,392,578,24,16,0,945,140,510,1585,3,656,35,792,667,752,1752
3.60E+11,40.5746,-74.0267,1475,764,711,195,803,14,7,0,367,89,738,737,3,495,5,330,547,643,621
3.60E+11,40.5746,-74.0267,1638,854,784,177,974,16,1,2,394,74,945,693,3,520,45,186,811,550,1096
3.60E+11,40.5746,-74.0267,1900,935,965,218,1124,23,4,9,425,97,1044,856,3,481,7,521,584,438,981
3.60E+11,40.5746,-74.0267,1553,781,772,225,652,8,206,0,368,94,828,725,3,512,8,388,593,325,1314
3.60E+11,40.5746,-74.0267,1724,898,826,408,643,25,89,2,459,98,729,995,2,849,22,479,864,343,1170
3.60E+11,40.5746,-74.0267,1163,635,528,192,415,15,30,0,453,58,406,757,3,401,4,316,556,539,983
3.60E+11,40.5746,-74.0267,1638,912,726,288,767,15,28,0,427,113,828,810,2,692,32,109,709,366,875
3.60E+11,40.5746,-74.0267,1511,741,770,285,635,30,41,0,455,65,599,912,3,515,12,257,530,446,838
3.60E+11,40.5746,-74.0267,882,451,431,741,16,5,16,0,71,33,656,226,3,349,29,103,483,58,676
3.60E+11,40.5746,-74.0267,975,526,449,691,42,14,51,1,143,33,681,294,2,394,30,165,393,103,692
3.60E+11,40.5746,-74.0267,984,529,455,705,55,8,11,3,171,31,582,402,2,406,29,266,433,268,635
3.60E+11,40.5746,-74.0267,1014,537,477,789,36,10,31,0,127,21,679,335,2,415,20,251,675,106,1251
